review,stars,label
باسلام من وخانواده ام هرسال میریم کیش وهمیشه مهمون هتل فلامینگو هستیم فلامینگو از همه نظر عااااالیه پرسنل رسپشن مودب وعالی رستوران عالی نظافت عالی و پرسنل ترانسفر عااااالی درکل وقتی میریم فلامینگو احساس میکنیم رفتیم خونه خودمون انقدر که محیط گرم وصمیمی ودرجه یک هست ما قبل ار فلامینگو چند هتل معروف و۵ ستاره رو توکیش امتحان کردیم ولی به جرات میگم هیچ کدوم به پای فلامینگو نمیرسن,5,2
منم سال ۹۳ باهمسرم مهمان این هتل بودیم از فضای هتل وتمیزی اتاقها و پرسنلش راضی بودم.کیفیت وطعم غذاهم خیلی خوب بود موقعیت هتلم خیلی خوبه هم نزدیک به مراکز خرید هم اسکله تفریحی,4,2
ما از 5 مهر تا 9 مهر در هتل مارینا یک اقامت داشتیم.با اینکه یک هتل سه ستاره بود ولی از اکثر هتل های چهار ستاره قشم بهتر بود.برخورد عالی پرسنل مخصوصا پرسنل پذیرش.مکانی آرام و تمیز... من در سال چندین بار به قشم سفر میکنم ولی هتلهای نزدیک مراکز خرید اصلا خوب نیست مخصوصا برخورد پرسنل اون هتلها خوب نیست.ولی هتل مارینا یک را به همه توصیه میکنم هر چند از مراکز خرید کمی دور است ولی بهتر از اکثر دیگر هتلهای قشم است,4,2
من امسال اولین باری بود که در این هتل اقامت داشتم. بسیار راضی بودم. برخورد پرسنل عالی بود تمامی قسمت ها کلی با احترام برخورد میکردند. تحویل اتاق ساعت 2 بود ما از یک تحویل گرفتیم.از نظر تمیزی و نظافت هم راضی بودم به قدری ملحفه ها تمیز و براق بودند که یک درصد هم آدم بد به دلش راه نمیداد. مدیریت تمامی پرسنل در رستوران عالی بود کیفیت غذا عالی بود هرسه روز من راضی بودم خیلی جالب بود که منوی شام اغلب غذاهای ایتالیایی بود. یه منوی کافی شاپ رایگان بود. و من مجدد حاضرم به همین هتل برم,5,2
"من به اتفاق همسرم از تاریخ 7مهر تا 9مهر 96 در این هتل اقامت داشتیم به نظرم عالی بود اتاقمون، نظافت هتل و برخورد پرسنل
تنها نقطه ضعف هتل وجود رستوران دلفین هست که متاسفانه غذای بی کیفیت با قیمت بسیار بالا ارائه میده.برنج هندی، غذاها خالی از هرگونه طعم و مزه ای و میز بار که فقط شامل سالاد فصل، ماست،ترشی و زیتون هست رو نفری 30هزار تومان حساب میکنه که واقعا خنده داره",4,1
"بسیار بسیار عالی ، تمیز زیبا ، غذای عالی و مجموعا یه محیط کامل و بی نقص واقعا باید به مدیریت مجموعه افرین گفت .",5,2
با سلام من امروز از اين هتل برگشتم هتل از نظر مكاني بسيار عالي وجاي بسيار خوش اب وهوايي واقع شده وامكانات دوچرخه وسايل ورزشي و تفريحي عالي بود ولي سرويس دهي در رستوران بسيار پايين بود و قيمت غذا نسبت به كيفيت بالاس,3,1
"سلام من باخانواده به مشهداومدم توهتل پنج ستاره الماس دوساكن شديم اين هتل همه امكانات دارد(استخرجكوزي سونا ماساژ سه تارستوران كه يكشون گردون هست خيييييييييييييلي عاليه، به نظرمن هتل خوبي هست پشنهاد مي كنم يكبارشده امتحان كنيد",5,2
من میگم که هتل خیلی خوبیه عالیه.و خیلی بزرگه و فظای بیرونش عالیه و صدای اب امدن از فواره هارو میشنوین و باغش خیلی بزرگه و غذاهاش عالیه و عکس با لباس های سنتی ازتون میگیرن و اتاق ها و سرویس بهداشتی هم عالیه و میوه هم تو هتلتون میذارن و ادرس هتل تو پایین شهر که سنتیه و خیبان امیر چقماق همین بیشتر نمیدونم بنظر من هیچ هتلی مثل هتل مشیر الممالک نمیشه و اگه کسانی که به یزد نرفتن باید برن و هتل مشیر الممالک برن من خودمم شیرازی هستم بای,5,2
"با سلام
ضمن تشکر تمامی کارکنان و پرسنل هتل خیلی عالی بودند و رفتار مناسبی داشتند ولی متأسفانه هم تاقهای دونفره کوچک بودند و هم با اینکه تنوع غذاها خیلی زیاد بود ولی کیفیت و مزه آنها زیاد جالب نبود.",3,0
"سلام واقعا از مسئولین و کارکنان این هتل تشکر بینهایت دارم ما هر سال به این هتل میایم و از محوطه زیبا و امکانات این هتل نهایت لذت رو بردیم برای کسانی که اینجا را تجربه نکردند توصیه میکنم برید این هتل عالی 
باتشکر",5,2
"سلام اقامت در هتل زیبا و ۵ ستاره کادوس لذت بخشه هتل بزرگ کادوس در بلوار زیبا منظریه رشت انتخاب خوبیه.
من به همراه خانواده شهریور ۹۶ تو این هتل اقامت داشتم .
در بدو ورود به هتل؛ زیبایی ، بزرگی و معماری متفاوت هتل و رفتار خوب پذیرش هتل نظر شما رو جلب می کنه. ولی از ولکام جویس و حمل بار از دم در هتل خبری نیست. در واقع کسی از پرسنل خدمات توی پارکینگ واسه استقبال منتظر شما نیست. از هتل ۵ ستاره انتظار بیش از اینه. پرسنل پذیرش هرگونه همکاری که از دست شون بر بیاد واسه شما انجام می دن. برخورد اونا واقعا شما رو از انتخاب این هتل راضی می کنه لازمه از همه اونا بویژه خانم گلچین تشکر کنم.
بعد از پذیرش حمل بار تا اتاق رو واسه شما انجام می دن و بخوبی شما رو واسه استفاده از خدمات هتل راهنمایی می کنن و با حوصله پاسخ گوی سوالاتتون هستن ولی چیزی که تو ذوق می زد عدم استفاده از وسایل حمل بار بود و اینکه کار استقبال و بدرقه مهمونا رو تو هر شیفت یکنفر داشت انجام می داد که بنده خدا واقعا نمی رسید ولی با خوشرویی مهمونا رو نگه می داشت تا کارشون رو انجام بده. با توجه به پرسنل زیادی که تو هتل دیده میشه باید نفرات استقبال و بدرقه بیشتر باشه من تو یه هتل ۵ ستاره توی کیش دیدم که حداقل ۵ نفر تو هر شیفت این کار رو انجام می دادن و یکیشون کارش فقط لبخند زدن ، سلام کردن وصبح بخیر و شب بخیر گفتن به مهمونا بود.
زیبایی و سبک معماری هتل واقعا چشمگیر و چشم نوازه، جایی جایی هتل می تونید عکسای یادگاری قشنگی بگیرید. با وجود بزرگی هتل هر گوشه از اون زیبای خاص خودش رو داره و معماری تو کل بنا تکرار نشده و همه جای هتل دیدنیه. تمیزی ، نو بودن و بهترین بودن وسایل و تجهیزات هتل بخوبی به چشم میاد. کار نظافت با صرف وقت و حوصله زیاد توسط پرسنل خوش روی هتل انجام میشه. هر موردی اگه تو اتاق تون پیش بیاد با یه تماس سریعا مراجعه می کنن و برطرف میشه. ولی کنترل کولرش ریموت نبود . و من باش راحت نبودم چون بچه کوچیک داشتم هی باید کولر رو روشن خاموش می کردم که اتاق خیلی سرد یا گرم نشه.
فضا لابی بزرگ و قشنگه، یه پیانو بزرگ هم داره که شبها واسه مهمونا پیانو میزنن. کافی شاپ قشنگ و بزرگ هم تو لابی هست. 
صبحونه خوب و متنوع بود ولی انتظار من رو برآورده نکرد. نمی دونم شاید بخاطر این بود که اون روز زیاد اشتها نداشتم و فقط یه نصفه کلوچه و چایی و یه ذره اولویه خوردم. اما رفتار پرسنل سالن صبحونه خیلی خوب بود .اگه چیزی در حال تموم شدن بود سریع می آوردن. چای رو هم خودشون می آوردن سر میز . ما دیر واسه صبحونه رفتیم ولی قبل از جمع کردن صبحونه اومدن سر میز و گفتن اگه چیزی نیاز ندارید صبحونه رو می خواییم جمع کنیم که این رفتارشون خیلی خوب بود.
هتل دوتا رستوران داره یکیش تو فضای بیرونی بصورت آلاچیق های قشنگه که ما نرفتیم و نمی تونم نظر بدم یکی دیگش هم رستوران شکم الملوک هستش. هم از لابی راه داره و هم از محوطه بیرون. قبل از هر چیز باید بگم این رستوران برخلاف خیلی از رستوران های سایر هتل ها تعداد مشتری های که از بیرون داره بیشتر از مشتری هایه که مهمون خود هتل هستن. ما روز جمعه واسه نهار رفتیم که میز خالی نداشت با کمال تعجب از مون پرسیدن که رزرو دارید که گفتیم مهمون خود هتل هستیم. تقریبا بیست دقیقه ای منتظر موندیم تا میز واسمون خالی بشه پس حتما از قبل رزرو کنید خصوصا آخر هفته ها. فضا رستوران معماری کاملا متفاوت نسبت هتل داشت و حس زیبایی متفاوتی به شما می بخشید. جوری که آدم احساس می کنه این بخش از هتل مدیریت جداگونه ایی داره یا تحویل پیمانکار خاصیه. بخاطر همین فکر می کردم صندوق رستوران قبول نکنه که به حساب اتاق بزاره ولی اینجوری نبود و به حساب اتاق گذاشتن. رفتار پرسنل رستوران خصوصا سر مهماندارش خیلی خوب و مودبانه ست تعداد سالن کارها خیلی زیاد بود. ولی غذای ما خیلی دیر آماده شد که واقعا حوصلمون رو سر برد و می خواسنیم پاشیم بریم. سالاد بوفه هم نداشت که تا اومدن غذا خودمون رو سرگرم می کردیم. شبها موسیقی زنده داره ولی به نظر من واسه نهار هم باید بزارن یا حداقل آخر هفته ها که اینقد شلوغه گروه موسیقی رو واسه نهار هم داشته باشن.
ما از اونا جایی که بعد از یک هفته گیلان گردی واقعا از کباب خسته شده بودیم یه پلو قیمه زعفرونی سفارش دادیم که خوب بود ولی معمولی بود و یه باقالی پلو با ماهیچه گوسفندی با دورچین پنیر بیبیشته که وقعا عالی بود ولی ماهیچه ها که جدا سرو شده بودن زیاد گرم نبود معلوم بود ماهیچه ها رو زوتر سرو کرده بودن و منتظر بودن باقالی پلو که بصورت کته کبابی بود آماده بشه. دسر های زیادی تو منو بود بعد غذا خواستیم بازم بمونیم و از فضا لذت ببریم ولی اکثر دسر ها ناموجود بود اینه که پاشدیم رفتیم.به هر حال تجربه شکم الملوک عالی بود و لذت بخش قیمت ها تقریبا بالاست ولی باتوجه به فضا و کیفیت قابل قبوله.
شبهای جمعه یه مقدار لابی شلوغه چون بصورت همزمان جشن ها و مراسمات زیادی توسالن های متعدد و زیبای هتل برگزار میشه.
از اونجا که هتل واقعا بزرگه و فضای زیاد رو به خودش اختصاص داده می شد استخر سرپوشیده هم داشته باشه در حال حاضر فقط استخر رو باز داره که بچه ازش استفاده می کنن.
بلوار منظریه جایی که هتل در اون قرار داره واقعا زیباست. یه جای خوب، قشنگ و لوکس واسه پیاده روی که پره از انواع رستوران، کافی شاپ، بستنی سرا و فروشگاه های شیک با off های مناسب. نزدیک به تقاطع بلوار منظریه و بلوار امام معروفترین رستوران رشت که رستوران حاج محرم باشه قرار داره. رستوران خوبیه، ترش کباب و جوجه کباب ترشش عالی بود ولی شلوغیش یه خورده اذیت کنندس. البته دلیل شلوغیش هم همین خوب بودنشه.
در کل اقامت تو این هتل رو پیشنهاد میکم البته اگه قیمتش واستون مهم نباشه ولی حتما اینترنتی رزرو کنید چون واقعا تخفیفش خوبه.",5,1
"سلام من تا الان دوبار تو هتل سفید کنار به همراه خانوداه اقامت داشتم اولین بار تیر ۹۳ و دومین بار شهریور ۹۶. هردو دفعه، هم من هم خونواده کاملا از اقامت تو این هتل رضایت داشتن و دوست دارن بازم فرصت اقامت تو این هتل پیش بیاد.
من تو هتل های ۵ ستاره هم اقامت داشتم این هتل از هر نظر می تونه یه هتل ۵ ستاره باشه تفاوت این هتل با هتل های ۵ ستاره یکی اینه که یه آسانسور بیشتر نداره این مسئله تو اولین اقامت ما که هتل زیاد شلوغ نبود اصلا مشکل ساز نبود ولی تو اقامت دوم ما چون هتل شلوغ بود و همه واحدها پر بودن خودش رو نشون داد.
تفاوت دیگه این هتل با هتل های ۵ ستاره صبحونشه، صبحونش در حد ۴ ستاره خیلی خوبه هر اونچه که بخوایین تازه و خوشمزه واسه شما مهیا شده سالن بزرگ رستوران جایی خوبیه،لذت خوردن صبحونه تو میزهای وی آی پی دور سالن که دید زیبایی به دریا دارن فراموش شدنی نیست. کیفیت غذا نهار و شام هم خیلی خوبه ولی قیمت های کمی بالاست. تنوع غذاهای ایرانی و فرنگی عالیه شبها هم موسیقی زنده داره کارش خوبه ولی هر شب همونا رو تکرار می کنه اما بازم خوبه. سالاد بوفش هم واسه دو سه بار تجربش خوبه قیمتش یکم بالاست ولی حسنش اینه که شما هر چند نفر باشین، به هر تعداد که خواستین می تونین سالاد بوفه بگیرین ما سه نفر بودیم ولی یه بوفه می گرفتیم که خودم به اندازه هر سه نفر سوپ سالاد ماست ژله و بقیه چیزا رو می اوردم. استقبال از بوفه و صبحونه خیلی خوبه و زود به زود خالی میش ولی یه نفر مسئولشه و چک می کنه هرچی تموم بشه سریع می گه بیارن اگه هم متوجه نشد وقتی مهمونا بگن سریع شارژ می کنن. اگه می گم صبحونه و سالاد بوفه در حد ۵ ستاره نیست دلیلش اینه که بعد چند روز دیگه کشش نداره.
رفتار پرسنل بسیار خوبه بهترین نقطه هتل اتاق های طبقه سوم رو به دریاست که دفعه اول از طرف شرکت واسه ما رزرو شده بود (البته هتل دو طبقه بیشتر نیست ولی نمی ونم چرا به طبقه اول می گن دوم تو آسانسورشم طبقات از دو زده کلا طبقه اول نداره ) ولی در اقامت دوم که خودم خواستم رزرو کنم همه واحد های رو به دریا پر بود حتما از قبل رزرو کنید اونم اینترنتی که تخفیف خوبی داره.
گول قدیمی بودن هتل رو نخورید چون بخوبی بازسازی شده و خیلی خوب نگه داری میشه. نظافت تو این هتل عالیه پرسنل زحمت کش خانه داری هر روز با حوصله زیاد کار نظافت رو انجام می دن و همه شوینده ها و سایر لوازم مصرفی رو شارژ می کنن آب معدنی چای کیسه ای و.... هروز شارژ میشه اتاق چای ساز هم داره.
ساحل خیلی خوب و تمیزه، یه محیط خونوادگی عالی تفریحات دریایی مثل موتر چارچرخ ، وسایل شن بازی ،پارک بازی، اجاره دوچرخه، جت اسکی و .... هم هست.
در کل عالی و لذت بخش بود و اقامت تو این هتل رو به همه پیشنهاد می دم البته اگه قیمتش واستون مهم نباشه",5,2
"با در نظر گرفتن 3 ستاره بودن این هتل, در مجموع خوب بود. صبحانه خوب بود. موقعیت هتل خوب بود. نظافت اتاق به خوبی صورت نمی گرفت و ما اصلا راضی نبودم , به نظر من بیشترین نقطه ضعف هتل همین مورد بود. در مجموع متوسط رو به خوب بود.",3,1
من ۱۶ شهریور ۹۶ در هتل الماس۱ مشهد با خانواده اقامت داشتم همه چیز هتل عالی بود .صبحانه در حد ۵ ستاره بود .به نظر من ۴ ستاره برای این هتل کمه.چون ما اهل مسافرت هستیم وبه خاطر حساس وسواس بودن خانواده اکثرا هتل ۵ستاره رزرو میکنیم و در اون تاریخ ۵ستاره خالی پیدا نکردیم وبه این هتل رفتیم. واقعا عالی بود وبه همه پیشنهاد میکنم.وما هم در سفرهایی بعدی به مشهد حتما به این هتل میرویم.,4,2
به طرز غير قابل باوري اين هتل خوب بود. من با اينكه هرسال شهريور ميرم كيش و همه ي هتل هاي ٥ ستاره ي كيشو امتحان كردم اين هتل از همشون بهتر بود,5,2
درسال ۱۳۹۴ شهریور ماه به این هتل رفتم از پرسنل که فوق العاده با ادب و کار راه انداز در امور مشتری مداری. رزپشن با برخورد عالی و قیمت اتاق ها بسیار مناسب با توجه به تمیزی هتل و اتاقها که واقعا عالی بود از هر نظر بخصوص بهداشت اتاقها.سرویس بهداشتی .رستوران ویو عالی روبروی رودخانه و صبحانه در حد هتلهای چهار ستاره .بسیار راضی بودم وبه جرات میتوانم بگم از هتل کوثر هم بهتر بود .چون انسانی وسواسی هستم باز هم به اصفهان برم از این هتل استفاده میکنم .در آخر از مدیریت و کلیه پرسنل این هتل کمال تشکر را دارم .,5,2
"با سلام ما دو شب اقامت داشتیم به نظرم خیلی عالی بود تشکر ویژه دارم از پرسنل زحمتکش و کل مجموعه آهوان
فضا و محوطه بسیار زیبا و با آرامش و امنیت بالا و تمیز
امیدوارم همیشه به همین شکل بمونه
فقط از لحاظ قیمتی امیدوارم که تجدید نظری بشه
در کل خوب و عالی",5,2
سلام. من با خانواده ام هم سال 95 میهمان فلامینگو بودیم و هم سال 96. واقعا هتل عالی وبا کیفیتی می باشد. از برخورد پرسنل هتل که بی نهایت راضی هستیم مخصوصا پرسنل ترانسفر هتل که هر جا و هر ساعتی می خواستیم با ما همکاری داشتند و از برخورد تمام کارکنان انجا و هر کسی که انجا بود. غذای هتل شام صبحانه ناهار عالی بود و با کیفیت.هر روز اتاقها تمیز می شد و احترام لازم را می گذاشتند و ما امسال 8 روز را برای اقامت انجا انتخاب کردیم. اگر دوباره به کیش سفر کنیم باز هم هتل فلامینگو می رویم.,5,2
ما با خانواده در اردیبهشت 95در هتل اطلس بمدت 5شب اقامت داشتیم.از نظر کیفیت و تنوع غذایی در حد عالی بود .برخورد کارکنان این هتل قابل وصف میباشد.تنها مورد نارضایتی در مورد چایی کافی شاپ بود که کیفیت و طعم چای بد بود .روی هم رفته هتل عالی بود و مهر ماه96 هم قصد دارم این هتل را رزرو کنم.خسته نباشید دوستان هتل اطلس,5,2
"هتل بسیار تمیزی بود.از نظر دسترسی، به بسیاری از مناطق تاریخی شهر نزدیک بود ،به طوری که می توانستیم پیاده رفت و آمد کنیم. کارکنان هتل مودب و دارای برخوردی گرم بودند. هتل فقط دارای صبحانه خوری است و ما از صبحانه هم راضی بودیم.",4,2
هتل در جای خوبی قرار گرفته و به ما خوش گذشت. متاسفانه بعضی پرسنل لابی همکاری لازم را نمی کنند. در مدت یک شبی که ما آنجا بودیم قسمت رستوران و چایخانه سنتی تعطیل بود حتی آب جوش هم در ساعت ۱۱ شب به ما ندادند.. برخی قسمتهای هتل مثل درهای اطاقها و یا موکت ها نیاز به تعویض دارند. اینترنت بخصوص در اطاقها بسیار ضعیف بود. کیفیت غذاها خوب بود مابقی امکانات بسیار خوب بودند. آقایان بهار و کلهر نیز نهایت لطف را کردند.,3,1
سلام هتل قصر یکی از بهترین هتل های مو جود در ایران است من که خیلی دوست داشتم همه چیز عالی بود هیچ گونه عیبی نداشت . مخصوصا بر خورد مهماندار ها ان شاالله در سفر های بعدی به مشهد مقدس به همین هتل میام.,5,2
"هتل ارگ شيراز در مركز شهر و دسترسي عالي براي ديدن جاذبه هاي شيراز ، هتل ارگ هتل بسيار عالي تميز و كاركنان مجرب و مودبي داره و بافت سنتي آن خيلي ديدني است . سه ستاره براي اين هتل كمه اطاقها فوق العاده شيك ،تميز و لوكس مي باشد.اگه كسي ميخواد بره شيراز اين هتل از دست نده واقعا ديدني .از مديريت و كاركنان هتل ارگ سپاسگزارم",5,2
"به نظر من عالی بود ما سالی ۳ دفعه میریم، هر وقت هم میهمان خارجی داریم اون ها رو هم می بریم و هر کی اومده مشتری شده، فقط اگه قیمت هاش یه کم کمتر می شد خیلی بهتر بود. چون برای خیلی هاسخته. به همه پیشنهاد می کنم برید.",4,2
خیلی عالی بود مخصوصا کارکنان مودب وخوب و خانم پور اسماعیل. پذیرش که فوق العاده مهربان و بسیار عالی,5,2
با سلام اقمت خوبی در این هتل داشتم واز همه جهت مورد رضایت بنده بود فقط در صرف یک وعده شام غذاها به صورت بوفه در هتل کیانا بود که خیلی تند بودند که بعد از تذکر در این مورد برطرف شد امیدوارم در سفر بعدی قسمت بشه همین هتل را انتخاب میکنم باتشکر,4,2
ما برای عید فطر رفتیم اون هتل چهار روز اقامت داشتیم . در یک کلام عااآاااالی .کارکنان بسیار خوش اخلاق . نهار و شوم نخوردیم اونجا . ولی صبحانه عالی بود .اتاقها تمیز هر روز هم تمیز می کردن.,5,2
"من به همرا ه همسر و پسرم ۲۷ مرداد چها ر شب اقامت داشتیم
اتاق سه تخته vip در حد یک اتاق وی ای پی نبود موقعیت هتل و منظره ان عالی بود فقط اتاق خیلی کوچک بود و با وجود باز سازی تعداد کمد ها و کشوها مناسب یک اتاق سه نفره نبود 
سرویس بهداشتی و حمام اتاق عالی بود غذای رستوران فوق العاده بی سلیقه بود ایراد از مواد غذایی نبود ایراد از نحوه اشپزی و دیزاین غذاها بود لابی هتل هم در حد ۵ ستاره نبود ولی برخورد پرسنل بسیار مودبانه و محترمانه بود",5,0
"ا از 30تیرماه تا3مرداد 96بهمدت5روز به همراه همسر و فرزندم در این هتل اقامت داشتیم هتل بسیار تمیز لابی بسیار شیک اتاقها بزرگ و تمیز پرسنل هتل واقعا مودب و مهربان صبحانه عالی در کل فکر کنم باتوجه به نظرات قبلی که خوندم در دیزاین و سرویس دهی تغییرات اساسی مشاهده میشداینتر نت پر سرعت حتی در اتاقها. نزدیکی 2 دقیقه ای به تمامی بازارهای مهم 
با تشکر از مدیریت قوی هتل که لحظات شادی رو برای ما رقم زدند",5,2
سلام من وخانواده دراتاق ۱۱۳ اقامت داشتیم همه چیز خوب بود به غیر از درتوالت که خیلی بدباز می شد بقیه عالی بود مخصوصا پرسنل ممنون ۲۶تیر۱۳۹۶,4,1
"هتل بسیار تمیز و مرتب خوبی هست که در بهترین منطقه جزیزه کیش قرار گرفته
برخورد پرسنل هتل خیلی خوب و مودبانه هست صاحب هتل شخص فوق العاده انسان شریف و مهربانی هستن
که گاها در لابی هتل صبحها حضور پیدا میکنن و فردی خوش مشرب هستن کیفیت صبحانه و نهار نسبت به تمام هتلهای جزیزه کیش فوق العاده خوب هست",4,2
با سلام ما در مدت سه روزهای در هتل بشری بودیم یک سری تجربه کسب کردم از برخورد کارکنان این هتل بسیار راضی بودیم از نحوه پذیرایی هم بسیار راضی بودم از مکان و نزدیک بودن این هتل به حرم هم بسیار مورد قبول بود,4,2
"با عرض سلام خسته نباشید 
من و دوستم به مدت ۶ روز مهمان هتل رنگین کمان بودیم.
از همه لحاظ اوکی بود.
برخورد پرسنل و پذیرش خیلی خوب بود
تمیزی اتاق و دوست داشتیم خیلی خوب بود.
ازهمه مهمتر که نزدیک حرم بود.
هروقت دوست داشتیم خیلی راحت میتونستیم بریم حرم.
کیفیت غذا خوب بود.
مخصوصا تور های گردشگری که گذاشته بودن خیلی خوب بود.
درکل میتونم به بقیه هم این هتل و پیشنهاد بدم.
من که خودم خیلی راضی بودم و مطمئنا گزینه انتخابی من برای سفر های آتی خواهد بود.
و باز هم از زحمات تک تک پرسنل خوبشون تشکر میکنم.",5,2
هتل بسیار زیبا . پرسنل مودب . اتاق ها و سرویس بهداشتی بسیار تمیز . از بدو ورود با نوع پذیرایی و برخورد پرسنل و امکانات هتل حس میکنید که در یک هتل خوب وارد شدید . فقط تنها ایرادی که بهشون میگیرم کیفیت شام زیاد جالب نبود . صبحانه بسیار مفصل و عالی بود . حداقل یک شب اقامت را در این هتل پیشنهاد میکنم .,4,1
"من 21مرداد 96رفتم اینجا،به ما گفتن 4 ستاره ولی از سر در هتل فهمیدیم 3 ستارست ،برخورد پرسنلش خوب بود ما 6 تا خانوم بودیم و جابجایی بار برامون سخت بود اما خیلی کمک کردن اصلن به زحمت نیفتادیم، درحد سه ستاره هتل بدی نبود اتاقا و محلفه ها تمیز بود کولر گازیش خیلی اذیتمون کرد خیلی طول میکشید هوا رو اکی کنه نصف شبم بیخود و بیجهت میرفت رو 30°!!! ما فقط دو تا صبحانه اونجا بودیم که کیفیتش خیلی بد بود چاییش هیچ مزه ای نداشت غذاهای مربوط به صبحانه هم همش سرد بودن اخه کی سر صب ماکارانی میخوره اونم یخ😐 ولی مثلا ویو اتاق رو به دریا بود خیلی خوب بود هتلم نزدیک بازار مریم و ونوس بود ونوس که مفت نمیارزه مریمم کوچیکه و رو بازه اما خیلی همه چیش نازه!اگه نزدیکید برید،اهان یه حسن دیگه ی هتلم این بود که نزدیک اسکله جدید بود خیییلی خوب بود فضای اطرافشم جون میداد برا دوچرخه سواری، در کل هتلش کاملا معمولی بود ولی دسترسیشو اینارو راضی بودیم",3,1
با سلام و عرض ادب بنده به همراه خانواده دو هفته در هتل شهریار تبریز اقامت داشتم بر خورد پرسنل هتل بسیار بسیار خوب بود و اتاقاش خیلی تمیز و امکانات هتل بسیار عالی بود و من دوباره بخوام تبریز بیام هتل شهریارو انتخاب خواهم کرد و به همه دوست آشنایان این هتل پیشنهاد میکنم و از مدیریت محترم هتل بخاطر تمیزی اتاقا و امکانات خوبه هال و برخورد محترمانه پرسنل تشکر و قدر دانی مینمایم,5,2
"از نظر من برخورد عالی پرسنل پذیرش و رستوران حرف اول را میزند. نظافت و تمیزی هتل هم عالی ست. 
من خودم هر دفعه که به شیراز سفر کنم اولین اقامتگاه من هتل الیزه هست
همه چیز در این هتل عالی هست
فقط یک نکته هست که اونم در حین رزرو به ما گفتند که استخر و سالن های تفریحی رایگان است ولی در حین پذیرش گفتند برای استخر نفری 48000 تومان باید پرداخت کنید.",4,2
عالییییییییییییییی حتما حتما به ای هتل بروید همه چیز این هتل عااااااالیییییی است اگر می خواهید به این هتل بروید شک نکنید چون یک سفر عالی خواهید داشت,5,2
بسیار هتل خوب و آرومی بود.. نظافت اتاق هاش بسیار ستودنی بود.,5,2
بنده تا حالا تجربه 6روز اقامت را در آهوان داشتم به نظرم فقط قیمتها کمی گران است ولی آنجا بهشت است,4,2
بعد از بازسازی وقتی برای بار دوم به این هتل اومدم.. فکر کردم اشتباهی اومدم.. بسیار تغییرات مثبت وخوبی اتفاق افتاده بود.. پرسنل خوب و با شخصیتی داره.,5,2
بسیار هتل تمیز ی بود. اتاق های بزرگ و نوسازی داشت. خیلی مرتب و دلباز بود,5,2
هتل گاجره بسیار جای زیبا و خوش اب و هوایی است ما هرسال چه در تابستان وچه در زمستان مهمون این مکان ارامش بخش هستیم. فقط تنها درگیری فکر من نام مدیریت گاجره است که هیچ وقت نفهمیدم,5,2
سلام من وخانواده ام در تابستان ۹۶به هتل رفتیم و در قسمت باغش غذا خوردیم واقعاً زیبا بود یه آرامشی داشت که کل خستگی از تن آدم در میره با تشکر از همه مسٔولینش,5,2
"در شهريور ٩٥ به مدت دو شب در اين هتل اقامت داشتيم. از مراكز خريد كمي دورتر از هتل هاي ديگه بود ولي محيطي بسيار آرام پرسنل مودب و اتاقهاي بسيار تميز و شيكي داشت. فقط قيمت اين هتل بالاست اما به نسبت بقيه هتل هاي اين شهر كه همگي از وضعيت بسيار ناراحت كننده اي از نظر نظافت بسر ميبرند فقط اين هتل رو توصيه ميكنم. 
ما ابتدا هتل دیگری رو رزرو كرديم خوب نبود به اين هتل اومديم و ميشه گفت به آرامش رسيديم. اگر مثل من نظافت براتون مهمه اين هتل گزينه خوبي هست",4,2
کارکنان بسیار مودب و با رفتار دوستانه در جایی بسیارزیبا و مانند اسمش بسیار آرام اتاق هتل تمیز ومرتب و رستوران با غذاهای خوشمزه وپرسنل خوش رفتار دوست دارم بازم به این هتل سفر کنم,5,2
سلام .من و خانواده در مهرماه 95 به مدت سه شب در این هتل اقامت داشتیم.به نظر من هتل واقعا عالی بود.اتاق ها تمیز و مرتب و رسیدگی پرسنل نیز بسیار عالی بود و در تمامی ساعات شبانه روز به سرعت پیگیری صورت می گرفت.غذای کافی شاپ هتل هم خیلی خیلی خوب بود.فاصله ی هتل تا مراکز خرید و ساحل نیز بسیار کم بود.در سفر بعدی به کیش حتما دوباره به همین هتل خواهم رفت.,5,2
از نظر نظافت خوبه اما خدمات چمدان بر و راهنما نداره باید مستقل باشی توی این هتل,4,1
لطفا چاي ساز در اتاق حتما بگذاريد و آيا استخر برقرار است؟ دوماه پيش آمديم چاي ساز نبود و چندبار گفتيم و نياوردند مگر ميشه مگه داريم هتل ٥ستاره بدون استخر و چاي ساز؟ ما روز شنبه داريم ميايم لطفا همه چي رديف باشه ممونيم از مديريت و پرسنل خوبتون,5,1
واقعا تجربه بی نظیری بود حتما برید و لذت ببرید قابل مقایسه با هیچ جای دیگه ای در شمال نیست من واقعا از سرمایه گذار با ذوق این هتل تشکر میکنم,5,2
"من مادر وپدرم 3 مرداد به هتل فاضلی رفتیم هتل بسیار خوبی بود من واقعا راضی بودم .
اگر به هتل فاضلی می روید در رستوران هتل ( تاس کباب شتر) را از دست ندهید.",5,2
من در مرداد 96 به اتفاق پدر و مادرم در این هتل اقامت داشتیم که از برخورد پرسنل و از فضای سنتی هتل بسیار راضی بودیم .,4,2
